TimeStamp (sec)," Horizontal (meters)"," Cadence (stokes/min)"," HRCur (bpm)"," Stroke500mPace (sec/500m)"," Power (watts)"," DriveLength (meters)"," StrokeDistance (meters)"," drivetime"," DragFactor"," StrokeRecoveryTime (ms)"," WorkPerStroke (joules)"," AverageDriveForce (lbs)"," PeakDriveForce (lbs)"," Speed (m/sec)"," lapIdx"," ElapsedTime (sec)"," Calories (kCal)"," WorkoutState"," latitude"," longitude"," bearing",nowindpace,Equiv erg Power,power (model),averageforce (model),drivelength (model),vwind,winddirection,vstream
1463752169.571120,1797.700000,22.000000,150.000000,136.260000,140.000000,1.330000,10.270000,0.000000,0.000000,1850.000000,381.818182,75.700000,138.200000,3.682000,0.000000,485.390000,106.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752172.544990,1808.400000,21.000000,150.000000,136.140000,140.000000,1.330000,10.560000,0.000000,0.000000,1910.000000,400.000000,71.600000,120.100000,3.686000,0.000000,488.350000,106.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752175.241090,1818.400000,21.000000,149.000000,136.720000,138.000000,1.360000,10.490000,0.000000,0.000000,1910.000000,394.285714,80.100000,139.400000,3.670000,0.000000,491.010000,107.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752178.031050,1828.900000,22.000000,149.000000,134.420000,146.000000,1.360000,10.410000,0.000000,0.000000,1840.000000,398.181818,71.900000,131.800000,3.733000,0.000000,493.820000,107.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752181.001850,1839.900000,21.000000,149.000000,135.640000,142.000000,1.360000,10.410000,0.000000,0.000000,1930.000000,405.714286,73.300000,126.600000,3.699000,0.000000,496.830000,108.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752183.852180,1850.500000,21.000000,148.000000,135.730000,142.000000,1.360000,10.630000,0.000000,0.000000,1890.000000,405.714286,78.200000,134.800000,3.697000,0.000000,499.660000,109.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752186.734970,1861.200000,21.000000,148.000000,134.650000,145.000000,1.390000,10.610000,0.000000,0.000000,1910.000000,414.285714,74.300000,129.200000,3.726000,0.000000,502.540000,109.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752189.671080,1871.900000,21.000000,147.000000,135.400000,143.000000,1.330000,10.550000,0.000000,0.000000,1990.000000,408.571429,74.400000,131.400000,3.706000,0.000000,505.470000,110.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752192.641840,1882.600000,20.000000,147.000000,136.690000,139.000000,1.330000,10.780000,0.000000,0.000000,1960.000000,417.000000,75.200000,127.800000,3.671000,0.000000,508.380000,111.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752195.461860,1893.300000,20.000000,148.000000,136.350000,140.000000,1.420000,10.850000,0.000000,0.000000,1900.000000,420.000000,75.400000,132.700000,3.680000,0.000000,511.260000,111.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752198.371830,1904.300000,21.000000,149.000000,134.810000,144.000000,1.390000,10.630000,0.000000,0.000000,1980.000000,411.428571,80.700000,143.400000,3.722000,0.000000,514.190000,112.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752201.401720,1915.400000,20.000000,149.000000,133.660000,148.000000,1.390000,11.050000,0.000000,0.000000,2040.000000,444.000000,72.400000,131.900000,3.754000,0.000000,517.210000,112.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752204.371070,1926.200000,20.000000,150.000000,136.410000,139.000000,1.360000,11.040000,0.000000,0.000000,1970.000000,417.000000,75.600000,130.500000,3.678000,0.000000,520.140000,113.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752207.341070,1937.300000,20.000000,151.000000,136.100000,140.000000,1.390000,10.830000,0.000000,0.000000,1980.000000,420.000000,78.800000,147.600000,3.687000,0.000000,523.110000,114.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752210.131250,1947.800000,20.000000,152.000000,134.890000,144.000000,1.390000,10.970000,0.000000,0.000000,1980.000000,432.000000,75.500000,137.100000,3.720000,0.000000,525.940000,114.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752213.192040,1959.100000,20.000000,152.000000,135.580000,142.000000,1.360000,10.900000,0.000000,0.000000,1990.000000,426.000000,74.800000,129.600000,3.701000,0.000000,529.010000,115.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752216.101040,1969.800000,20.000000,153.000000,136.180000,140.000000,1.360000,10.830000,0.000000,0.000000,1950.000000,420.000000,78.200000,128.000000,3.685000,0.000000,531.900000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752219.011860,1980.600000,21.000000,153.000000,135.350000,143.000000,1.360000,10.760000,0.000000,0.000000,1970.000000,408.571429,76.500000,126.200000,3.707000,0.000000,534.820000,116.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752221.921850,1991.400000,21.000000,153.000000,135.360000,143.000000,1.360000,10.820000,0.000000,0.000000,1950.000000,408.571429,80.100000,142.200000,3.707000,0.000000,537.720000,117.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1463752224.204750,2000.000000,21.000000,154.000000,134.090000,147.000000,1.360000,10.820000,0.000000,0.000000,1950.000000,420.000000,80.100000,133.900000,3.742000,0.000000,539.940000,118.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
